name,logo,logo_size,image,image_size,image_caption,former_name,type,traded_as,ISIN,industry,foundation,founders,location_city,location_country,area_served,key_people,revenue,operating_income,net_income,assets,equity,num_employees,website,_company_name,founder,products,num_employees_year,divisions,founded,hq_location_city,hq_location_country,locations,hq_location,location,logo_caption,alt,subsid,predecessor,num_locations,image_upright,trading_name,services,revenue_year,income_year,net_income_year,assets_year,equity_year,footnotes,logo_alt,image_alt,trade_name,brands,native_name_lang,predecessors,owner,module,homepage,parent,aum,former_names,logo_upright,production,num_locations_year,owners,areas_served,members,members_year,ratio,airline,caption,IATA,ICAO,callsign,aoc,hubs,focus_cities,frequent_flyer,alliance,fleet_size,destinations,commenced,subsidiaries,headquarters,genre,suppressfields,logo_class,profit,company_type,CEO,chairman,rating,defunct,fate,successor,production_year,screenshot,collapsible,collapsetext,language,language_count,country_of_origin,url,commercial,registration,num_users,launch_date,current_status,railroad_name,system_map,map_caption,marks,locale,start_year,end_year,gauge,length,hq_city,bases,notes
Stryker Corporation,Stryker logo.svg,,,,"Headquarters at [[Kalamazoo, Michigan]]",,[[Public company|Public]],{{ubl|NYSE|SYK|[[S&P 500]] component}} {{NYSE|SYK}},,[[Health technology]],{{start date and age|1941}},,,,,Kevin A. Lobo<BR>([[Chairman]] and [[CEO]])<BR>Timothy J. Scannell<BR>(President and COO)<BR>[[Ronda Stryker]] (Director),{{nowrap |increase| |US$|link|=|yes|22.59| billion (2024)}} {{increase}} {{US$|link|=|yes|22.59}} billion (2024),{{decrease}} {{US$|3.689}} billion (2024),{{decrease}} {{US$|2.993}} billion (2024),{{increase}} {{US$|42.97}} billion (2024),{{increase}} {{US$|20.63}} billion (2024),"53,000 (2024)",{{URL|stryker.com}},Stryker Corporation,[[Homer Stryker]],{{unbulleted list|[[Medical devices]] |[[orthopaedic]] implants |surgical equipment |neurovascular products |patient handling and emergency medical equipment}},,,,,,,,"[[Kalamazoo, Michigan|Kalamazoo]], [[Michigan]], [[United States|U.S.]]<BR>[[Newbury, Berkshire|Newbury]], [[Berkshire]], [[United Kingdom|U.K.]]",,,,,,,,,,,,,,,,,,,,,John W. Brown (5.3%)<BR>[[Ronda Stryker]] (4.6%)<BR>[[Jon Stryker]]<BR>[[Pat Stryker]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super Micro Computer, Inc.",Super Micro Computer Logo.svg,,Supermicro Green Computing Park.jpg,,Supermicro Green Computing Park,,[[Public company|Public]],{{ubl|NASDAQ|SMCI|[[S&P 500]] component}} {{NASDAQ|SMCI}},,[[Information technology]],,{{Unbulleted list|[[Charles Liang]]|Sara Liu}},,,,"{{Unbulleted list
| Charles Liang ([[chairman]], [[President (corporate title)|president]] and [[Chief executive officer|CEO]])
| David Weigand ([[Chief financial officer|CFO]]) 
| Don Clegg  ([[Senior vice president|SVP]] of Worldwide Sales) 
| George Kao (SVP of Operations)}}",{{Increase}} {{US$|21.97&nbsp;billion|link|=|yes}} (2025),{{Increase}} {{US$|1.253&nbsp;billion}} (2025),{{Increase}} {{US$|1.049&nbsp;billion}} (2025),{{Increase}} {{US$|14.02&nbsp;billion}} (2025),{{Increase}} {{US$|6.302&nbsp;billion}} (2025),"6,238 (2025)",{{URL|https://www.supermicro.com/|supermicro.com}},Supermicro,,{{Unbulleted list|BigTwin|Ultra|SuperBlade|Rack servers|GPU servers|5G/Telco}},,,{{Start date and age|1993}},"[[San Jose, California]]",U.S.,,,,,,,,11,1.1,,,,,,,,Financials {{as of|2025|06|30|lc|=|y|df|=|US}} .,,,Supermicro,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synchrony Financial,Synchrony Financial logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|SYF|[[S&P 500]] component}} {{NYSE|SYF}},,[[Financial services]],{{start date and age|2003|9|12}},,"[[Stamford, Connecticut]], U.S.",,,{{Unbulleted list|[[Margaret M. Keane]] ([[Executive Chairman]])|Brian Doubles ([[CEO]])}},"{{nowrap| |increase| |US$|24.17 billion|link|=|yes| (2024)|ref| name=""2024-10K""}} {{increase}} {{US$|24.17 billion|link|=|yes}} (2024)",,"{{nowrap| |increase| US$3.427 billion (2024)|ref| name=""2024-10K""}} {{increase}} US$3.427 billion (2024)","{{nowrap| |increase| US$119.5 billion (2024)|ref| name=""2024-10K""}} {{increase}} US$119.5 billion (2024)","{{nowrap| |increase| US$16.58 billion (2024)|ref| name=""2024-10K""}} {{increase}} US$16.58 billion (2024)","20,000 (2024)",{{URL|synchrony.com}},Synchrony Financial,,[[Credit card]]s <br />[[Payment system]]s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Synopsys, Inc.",Synopsys Logo.svg,,675 Almanor Avenue.jpg,,"Headquarters in [[Sunnyvale, California]]",,[[Public company|Public]],{{Unbulleted list|NASDAQ|SNPS|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|SNPS}},,"{{Plainlist |
* [[Integrated circuit]]
* [[Software as a service]]
* [[Software testing]]
* [[Internet of Things]]}}","{{start date and age|1986}} , in [[Research Triangle Park]], North Carolina, U.S.",{{ubl|[[Aart de Geus]]|David Gregory|Bill Krieger}} [[Alberto Sangiovanni-Vincentelli]],,,,"{{Plainlist |
* Aart de Geus ([[chairman]])
* Sassine Ghazi ([[President (corporate title)|president]] & [[Chief executive officer|CEO]])}}",{{increase}} {{US$|6.13 billion|link|=|yes}} (2024),{{increase}} {{US$|1.36 billion}} (2024),{{increase}} {{US$|2.26 billion}} (2024),{{increase}} {{US$|13.1 billion}} (2024),{{increase}} {{US$|8.99 billion}} (2024),"{{circa|28,000}} (2025)",{{URL|https://www.synopsys.com/|synopsys.com}},Synopsys,,,,"{{Unbulleted list}} Silicon Design & Verification, Silicon Intellectual Property, Software Integrity Group",,,,,"[[Sunnyvale, California]], U.S.",,,,,,,1.15,,,,,,,,Financials {{as of|2024|10|31|lc|=|y|df|=|US}} .,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sysco Corporation,Sysco-Logo.svg,210,SyscoHQHouston.JPG,,Headquarters of Sysco in the [[Energy Corridor]],,[[Public company|Public]],{{Unbulleted list|NYSE|SYY|[[S&P 500]] component}} {{NYSE|SYY}},,[[Wholesale]],,,,,,Kevin Hourican ([[chairman and CEO]]),{{Unbulleted list|class|=|nowrap|increase| |US$|81.4&nbsp;billion|link|=|yes| (2025)}} {{increase}} {{US$|81.4&nbsp;billion|link|=|yes}} (2025),{{Unbulleted list|class|=|nowrap|decrease| US$3.09&nbsp;billion (2025)}} {{decrease}} US$3.09&nbsp;billion (2025),{{Unbulleted list|class|=|nowrap|decrease| US$1.83&nbsp;billion (2025)}} {{decrease}} US$1.83&nbsp;billion (2025),{{Unbulleted list|class|=|nowrap|increase| US$26.8&nbsp;billion (2025)}} {{increase}} US$26.8&nbsp;billion (2025),{{Unbulleted list|class|=|nowrap|decrease| US$1.83&nbsp;billion (2025)}} {{decrease}} US$1.83&nbsp;billion (2025),"75,000 (2025)",{{URL|sysco.com}},Sysco,{{ubl|[[Herbert Irving]]|John F. Baugh|Harry Rosenthal}},,,,{{Start date and age|1969|3|19}},"[[Houston, Texas]]",U.S.,,,,,,,,,,,{{Unbulleted list|Food-service|Food-away-from-home}},,,,,,Financials {{as of|2025|6|28|lc|=|y|df|=|US}} .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T-Mobile US, Inc.",T-Mobile US Logo 2022 RGB Magenta on Transparent.svg,250px,"T-Mobile Headquarters in Bellevue, WA.jpg",,"Headquarters in [[Bellevue, Washington]]",VoiceStream Wireless,[[Public company|Public]] [[subsidiary]],{{ubl|NASDAQ|TMUS|[[Nasdaq-100]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NASDAQ|TMUS}},{{ISIN|sl|=|n|pl|=|y|US8725901040}},[[Telecommunications industry|Telecommunications]],{{start date and age|1994}} (as VoiceStream Wireless),,,,United States,{{Unbulleted list|[[Timotheus Höttges]] ([[chairman]])|[[Srini Gopalan]] ([[President (corporate title)|president]] and [[Chief executive officer|CEO]])}},{{increase}} {{US$|81.4 billion|link|=|yes}} (2024),{{increase}} {{US$|18 billion}} (2024),{{increase}} {{US$|11.3 billion}} (2024),{{increase}} {{US$|208 billion}} (2024),{{decrease}} {{US$|61.7 billion}} (2024),"{{circa|70,000}} (2024)",{{url|https://www.t-mobile.com/|t-mobile.com}},T-Mobile US,[[John W. Stanton]],"{{Unbulleted list
|[[Fixed telephony]]
|[[Mobile telephony]]
|[[Wireless communications]]
|[[Wireless broadband]]
|[[Broadband]]
|[[Internet services]]
|[[Internet of things|IoT]]}}",,,,"[[Bellevue, Washington]]",United States,"20,100",,,,,[[Metro by T-Mobile]]<br />[[Assurance Wireless]]<br />[[Ultra Mobile]]<br />[[Mint Mobile]],,,1.2,,,,,,,,,,,,,,"{{plain list|
*[[Western Wireless Corporation]]
*[[Sprint Corporation]]
*[[U.S. Cellular]]}}","* [[Deutsche Telekom]] (51.4%)
* [[SoftBank Group]] (7.6%)",{{infobox network service provider|child|=|yes|asn|=|21928}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin-invert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Group, Inc.",[[File:T. Rowe Price wordmark.svg|frameless|class=skin-invert]],,100 East Pratt Street.jpg,220px,Headquarters at [[1307 Point Street]],,[[Public company|Public]],{{ubl|class|=|nowrap|NASDAQ|TROW|[[S&P 500]] component}} {{NASDAQ|TROW}},,[[Investment Management]],,,,,,"{{ubl|
 | Rob Sharps ([[chairman]], [[President (corporate title)|president]] & [[Chief executive officer|CEO]])}}",{{increase}} {{US$|7.09 billion|link|=|yes}} (2024),{{increase}} {{US$|2.33 billion}} (2024),{{increase}} {{US$|2.14 billion}} (2024),{{increase}} {{US$|13.5 billion}} (2024),{{increase}} {{US$|10.5 billion}} (2024),"8,158 (2024)",,T. Rowe Price,[[Thomas Rowe Price Jr.]],{{ubl|[[Asset Management]]|[[Wealth Management]]}},,,{{start date and age|1937}},"[[Baltimore]], Maryland, U.S.",U.S.,,[[100 East Pratt Street]],,,,,,,,,,,,,,,,,,,,,,,{{Infobox network service provider|child|=|yes}},{{URL|http://www.troweprice.com|troweprice.com}},,{{US$|1.73 trillion}} (August 2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Take-Two Interactive Software, Inc.",Take-Two Interactive Logo.svg {{!}} class=skin-invert,,44th St 6th Av td 26 - 1133 Avenue of the Americas.jpg,,Headquarters at 1133 [[Avenue of the Americas]],,[[Public company|Public]],{{Unbulleted list|NASDAQ|TTWO|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|TTWO}},,[[Video game industry|Video games]],{{Start date and age|1993|09|30}},,,,Worldwide,"{{Unbulleted list
| [[Strauss Zelnick]]
| ([[chairman]] and [[Chief executive officer|CEO]])
| Karl Slatoff ([[President (corporate title)|president]])
| Lainie Goldstein ([[Chief financial officer|CFO]])}}",{{Decrease}} {{US$|5.349&nbsp;billion|link|=|yes}},"{{nowrap| |Decrease| |US$|-3.59&nbsp;billion|ref| name=""FY 2024""}} {{Decrease}} {{US$|-3.59&nbsp;billion}}",{{Decrease}} {{US$|-3.74&nbsp;billion}},{{Decrease}} {{US$|12.22&nbsp;billion}},{{Decrease}} {{US$|5.668&nbsp;billion}},"{{Increase}} 12,371",{{URL|https://www.take2games.com/|take2games.com}},Take-Two Interactive,Ryan Brant,"{{Unbulleted list
| ''[[BioShock (series)|BioShock]]'' series
| ''[[Borderlands (series)|Borderlands]]'' series
| ''[[Civilization (series)|Civilization]]'' series
| ''[[Grand Theft Auto]]'' series
| ''[[Mafia (series)|Mafia]]'' series
| ''[[Max Payne]]'' series
| ''[[Midnight Club]]'' series
| ''[[NBA 2K]]'' series
| ''[[PGA Tour 2K]]'' series
| ''[[Red Dead]]'' series
| ''[[WWE 2K]]'' series
| ''[[XCOM]]'' series}}",2024,,,[[New York City]],US,,,,,,{{Unbulleted list|[[2K (company)|2K]]|Dynamixyz|[[GameClub]]|[[Ghost Story Games]]|[[NBA 2K League|NBA Take-Two Media]] (50%)|[[Rockstar Games]]|[[Zynga]]}},,,,,,2024,2024,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tapestry, Inc.",[[File:Tapestry logo.svg|frameless|class=skin-invert]],,10 Hudson Yard from 9 Av & 30 St 2016 Dec jeh.jpg,,Headquarters at [[10 Hudson Yards]] in New York City,"Coach, Inc. (2000–2017)",[[Public company|Public]],{{unbulleted list|NYSE|TPR|[[S&P 500]] component}} {{NYSE|TPR}},,{{Unbulleted list|[[Fashion#Fashion industry|Fashion]]| [[Fashion accessory|accessories]]}},{{Start date and age|2000|06|01}},,,,,Joanne Crevoiserat (CEO) <br>  Scott Roe (CFO),{{increase}} US$7.01&nbsp;billion,{{decrease}} US$415&nbsp;million,{{decrease}} US$183&nbsp;million,{{decrease}} US$6.58&nbsp;billion,{{decrease}} US$858&nbsp;billion,"19,000",{{URL|tapestry.com}},"Tapestry, Inc.",,,2025,,,,,,,"[[10 Hudson Yards]]<br>New York City, US",,,,[[Coach New York#History|Coach Leatherware Company]],,,,,2025,2025,2025,2025,2025,Financials {{asof|2025|06|28|lc|=|y|df|=|US}} .,,,,{{Unbulleted list|[[Coach New York]]|[[Kate Spade New York]]|[[Stuart Weitzman]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Targa Resources Corp.,File:Targa Resources logo.svg,,,,,,[[Public company]],{{ubl|class|=|nowrap|NYSE|TRGP|[[S&P 500]] component}} {{NYSE|TRGP}},,,,,,,,Matthew J. Meloy (CEO),,,,,,"2,430 (Dec. 2021)",{{url|https://www.targaresources.com}},Targa Resources,,,,,{{Start date and age|2005}},,,,"[[Houston, Texas]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Corporation,[[File:Target (2018).svg|150px|class=skin-invert|frameless]],,"Target Plaza, cropped.JPG",170px,"Corporate headquarters, [[Target Plaza South|Target Plaza]], in [[Minneapolis]]",,[[Public company]],{{ubl|class|=|nowrap|NYSE|TGT|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|TGT}},,Retail,,{{ubl|[[Schwanna Ferguson]] (corporation)|[[Douglas Dayton]] and [[John Geisse]] (store)}},,,"United States, Canada (formerly, see [[Target Canada]])","{{ubl|[[Brian Cornell]]<br>|small|(Chairman and CEO)|[[Michael Fiddelke]]<br>|small|(Incoming CEO, COO)|ref| name=""corporate.target.com""|{{Cite web |title=Target Appoints Michael Fiddelke As Chief Executive Officer |url=https://corporate.target.com/press/release/2025/08/target-appoints-michael-fiddelke-as-chief-executive-officer |access-date=2025-08-20 |website=corporate.target.com |language=en}}|</ref>}} {{small|(Chairman and CEO)}} {{small|(Incoming CEO, COO)}}",{{decrease}} {{US$|106.6&nbsp;billion|link|=|no}} (2024),{{increase}} US$5.566&nbsp;billion (2024),{{decrease}} US$4.091&nbsp;billion (2024),{{increase}} US$57.77&nbsp;billion (2024),{{increase}} US$14.67&nbsp;billion (2024),"440,000 (2025)",{{ubl|class|=|nowrap|URL|https://target.com/|URL|https://corporate.target.com/}} {{URL|https://target.com/}} {{URL|https://corporate.target.com/}},Target Corporation,,,,,{{ubl|start date and age|1902|06|24| (corporation)|start date and age|1962|5|1| (store)}} {{start date and age|1902|06|24}} (corporation) {{start date and age|1962|5|1}} (store),,,,"{{ubl|[[Target Plaza South|Target Plaza]]|[[Minneapolis]], Minnesota, U.S.}}",,,,[[Shipt]],,"{{increase}} 1,989 stores (2025)",,,,,,,,,,A red bullseye with one ring.,,,,,,,,,{{ubl|[[Dayton's|Dayton Corporation]]&nbsp;(1962–1969)|Dayton-Hudson Corporation (1969–2000)}},,"{{ubl|class|=|nowrap
| Goodfellow Dry Goods | (1902–1903)
| Dayton's Dry Goods Company | (1903–1910)
| Dayton Company | (1910–1962)
| Dayton Corporation | (1962–1969)
| Dayton-Hudson Corporation | (1969–2000)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE Connectivity plc,TE_Connectivity_logo.svg,,,,,{{ubl|TE Connectivity Ltd.|Tyco Electronics Ltd.|AMP Incorporated}},[[Public company|Public]],{{ubl|NYSE|TEL|[[S&P 500]] component}} {{NYSE|TEL}},,[[electronics industry]],,,,,,Terrence Curtin ([[Chief executive officer|CEO]]),{{increase}} {{US$|17.26&nbsp;billion|link|=|yes}} (2025),{{increase}} {{US$|3.211&nbsp;billion}} (2025),{{decrease}} {{US$|1.842&nbsp;billion}} (2025),{{increase}} {{US$|25.08&nbsp;billion}} (2025),{{increase}} {{US$|12.59&nbsp;billion}} (2025),"93,000 (2025)",{{URL|te.com}},TE Connectivity,,"[[electronics]], [[electronic components]], [[Computer networking|networking]], connector systems, [[sensors]]",,,{{Start date and age|2007}},,,,"{{plainlist|
*[[Galway]], Ireland (incorporation)
*[[Berwyn, Pennsylvania]], United States (executive)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teledyne Technologies Incorporated,Teledyne logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|TDY|[[S&P 500]] component}} {{NYSE|TDY}},,[[Conglomerate (company)|Conglomerate]],{{start date and age|1960}},{{ubl|[[Henry Earl Singleton|Henry Singleton]]|[[George Kozmetsky]]|[[Arthur Rock]]}},"[[Thousand Oaks, California]]",U.S.,Worldwide,{{ubl|[[Robert Mehrabian]] (Executive Chairman)|[[George C. Bobb III]] (CEO)}},"{{increase}} {{US$|5.67&nbsp;[[1,000,000,000|billion]]|link|=|yes}} (2024)",{{decrease}} US$989&nbsp;million (2024),{{decrease}} US$819&nbsp;million (2024),{{decrease}} US$14.2&nbsp;billion (2024),{{increase}} US$9.55&nbsp;billion (2024),"14,900 (2024)",{{official URL}},Teledyne Technologies,,,,{{ubl|Digital imaging |Instrumentation |Engineered systems |Aerospace and defense electronics}},,,,,,,,,{{ubl|[[Teledyne FLIR]]|[[Teledyne LeCroy]]|[[Teledyne e2v]]|([[#Companies|list...]])}},"Teledyne, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Teradyne, Inc.",Teradyne logo 2014.svg,,,,,,[[Public company|Public]],{{ubl|NASDAQ|TER|[[S&P 500]] component}} {{NASDAQ|TER}},,Test & automation,{{Start date and age|1960}},{{ubl|[[Alex d'Arbeloff]] | [[Nick DeWolf]]}},,,,,{{increase}} {{USD|2.82&nbsp;billion|link|=|yes}} (2024),{{increase}} {{USD|594&nbsp;million}} (2024),{{increase}} {{USD|542&nbsp;million}} (2024),{{increase}} {{USD|3.71&nbsp;billion}} (2024),{{increase}} {{USD|2.82&nbsp;billion}} (2024),"{{circa|6,500}} (2024)",{{url|teradyne.com}},Teradyne,,[[Automatic test equipment]],,,,,,,,"[[North Reading, Massachusetts]], United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tesla, Inc.",Tesla Motors.svg,,Gigafactory Texas Building 1 June 2022.jpg,,"[[Gigafactory Texas]], Tesla's [[headquarters]], just outside of [[Austin, Texas]]","Tesla Motors, Inc. (2003–2017)",[[Public company|Public]],"{{Unbulleted list
  | |NASDAQ|TSLA|
  | [[Nasdaq-100]] component
  | [[S&P 100]] component
  | [[S&P 500]] component}} {{NASDAQ|TSLA}}",{{ISIN|sl|=|n|pl|=|y|US88160R1014}},"{{Unbulleted list
  | [[Automotive]]
  | [[Renewable energy industry|Renewable energy]]}}",,[[Martin Eberhard]]<br />[[Marc Tarpenning]]<br />(See [[#Founding (2003–2004)|§ Founding]]),,,"{{Flatlist|
* East Asia
* Europe
* Middle East
* North America
* Oceania
* Southeast Asia
* Indian Subcontinent}}","{{Unbulleted list
|<!-- Do not add ""Technoking"" or ""Master of Coin"" to the titles in this list until reaching consensus on the Talk page.-->
|   | [[Elon Musk]] ([[CEO]])
   | [[Robyn Denholm]] ([[Chair (officer)|chair]])}}",{{increase}} {{US$|97.7 billion|link|=|yes}} (2024),{{decrease}} {{US$|7.1 billion}} (2024),{{decrease}} {{US$|7.1 billion}} (2024),{{increase}} {{US$|122.1 billion}} (2024),{{increase}} {{US$|72.9 billion}} (2024),"{{decrease}} 125,665 (2024)",{{URL|https://www.tesla.com/|tesla.com}},"Tesla, Inc.",,"{{Flatlist| 
* [[Cybertruck]]
* [[Megapack]]
* [[Model 3]]
* [[Model S]]
* [[Tesla Model X|Model X]]
* [[Tesla Model Y|Model Y]]
* [[Tesla Powerwall|Powerwall]]
* [[Tesla Semi|Semi]]
* [[Tesla solar panels|Solar Panels]]
* [[Tesla Solar Roof|Solar Roof]]}}",,,"{{Start date and age|2003|07|01}} in [[San Carlos, California]], US","[[Austin, Texas]]",US,,,,,,"{{Unbulleted list
  | [[Tesla Automation]]
  | [[Tesla Energy]]}}",,"{{Unbulleted list
  | |increase| 1,359 sales, service, and delivery centers
  | |increase| 7,791 [[Tesla Supercharger|Supercharger]] stations|ref| name=""supercharge.info charts""|{{Cite web |title=Supercharger deployment charts |url=https://supercharge.info/charts |access-date=January 27, 2025 |website=Supercharge.info}}|</ref>|}} {{increase}} 1,359 sales, service, and delivery centers {{increase}} 7,791 [[Tesla Supercharger|Supercharger]] stations",1.1,,"{{Flatlist|
* [[Tesla Supercharger|Charging]]
* [[#Insurance|insurance]]
* [[#Vehicle servicing|maintenance]]}}",,,,,,Financials {{as of|2024|12|31|df|=|US|lc|=|y}} .<br />References:,,,,,,,Elon Musk (13%),{{infobox network service provider|child|=|yes|asn|=|394161}},,,,,0.55,"{{Unbulleted list
  | |decrease| 1,773,443 vehicles (2024)|<!-- Reported in ref 10K_2024 -->|
  | |increase| 31.4 GWh battery energy storage systems (2024)|<!-- Reported in 10K_2024 -->|}} {{decrease}} 1,773,443 vehicles (2024) {{increase}} 31.4 GWh battery energy storage systems (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Instruments Incorporated,Texas Instruments logo 2024.svg,,TI signboard Dallas.png,,Sign at TI's Dallas headquarters,,[[Public company|Public]],{{ubl|NASDAQ|TXN|[[Nasdaq-100]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NASDAQ|TXN}},,[[Semiconductors]],{{start date and age|1930}} (as [[Geophysical Service Incorporated]]) <br /> {{start date and age|1951}} (as Texas Instruments),{{ubl|[[Cecil H. Green]]|[[J. Erik Jonsson]]|[[Eugene McDermott]]|[[Patrick E. Haggerty]]}},"[[Dallas]], Texas, U.S.",,,"Haviv Ilan ([[chairman]], [[President (corporate title)|president]], [[Chief executive officer|CEO]]) <br />Ahmad Bahai ([[Chief technology officer|CTO]])",{{decrease}} {{US$|15.6 billion|link|=|yes}} (2024),{{decrease}} {{US$|5.47 billion}} (2024),{{decrease}} {{US$|4.80 billion}} (2024),{{increase}} {{US$|35.5 billion}} (2024),{{increase}} {{US$|16.9 billion}} (2024),"34,000 (2024)",{{URL|https://www.ti.com/|ti.com}},Texas Instruments,,{{ubl|[[Analog electronics]]|[[Calculator]]s|[[Digital signal processor]]s|[[Digital Light Processing|Digital light processors]]|[[Integrated circuit]]s|[[Embedded processor]]s}},,,,,,,,,,,,[[Geophysical Service]],,1.1,,,,,,,,,"The Texas Instruments logo has two components: The written company name and a graphical logo at the top left. The company name Texas Instruments is written across two lines in small caps. The black lettering is centered along the vertical axis. Above the letters Ins of Instruments is a graphical component: The graphic features an approximate outline of the state of Texas using a conformal map projection aligned north. The area is filled with red color. At the top of this area, however, there is an indentation of the shape of the lower-case letter T. Within the blank area of this letter T another red-colored letter, the lower-case letter I, is embedded.",,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Pacific Land Corporation,,,,,,,[[Public company|Public]],{{ubl|NYSE|TPL|[[S&P 500]] component}} {{NYSE|TPL}},,{{ubl|Forestry|Real estate}},,,,,,Tyler Glover<br />([[CEO]] & President)<br /> Chris Steddum ([[CFO]]),{{decrease}} {{US$|631.6 million|link|=|yes}} (2023),{{decrease}} US$486.0  million (2023),{{decrease}} US$405.6 million (2023),{{increase}} US$1.156 billion (2023),{{increase}} US$1.043 billion (2023),99 (2023),{{URL|https://www.TexasPacific.com}},Texas Pacific Land Corporation,,Oil/Gas Land Royalties,,,{{Start date and age|1888|02|01}} as Texas Pacific Land Trust,,,,"[[Dallas, Texas]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textron Inc.,[[File:Textron.svg|frameless|class=skin-invert-image]],,"Textron building in Providence, Rhode Island.jpg",,"[[Textron Tower]], the company's headquarters",Special Yarns Company,[[Public company|Public]],{{ubl|nyse|TXT|[[S&P 500]] component}} {{nyse|TXT}},{{ISIN|sl|=|n|pl|=|y|US8832031012}},{{ubl|[[Aerospace industry|Aerospace]]|[[Automotive industry|Automotive]]|[[Defense industry|Defense]]}},,,,,,"[[Scott C. Donnelly]]<br />([[Chief executive officer|CEO]], [[chairman]] & [[President (corporate title)|president]])",{{Increase}} {{US$|13.7|link|=|yes}} &nbsp;billion (2024),{{Decrease}} US$777&nbsp;million (2024),,{{Decrease}} US$16.8&nbsp;billion (2024),{{Increase}} US$7.20&nbsp;billion (2024),"{{circa|34,000}} (2024)",,Textron,[[Royal Little]],,,,{{Start date and age|1923}},,,,"[[Textron Tower]],<br /> {{nowrap|[[Providence, Rhode Island]], US}}",,,,"{{Collapsible list
  |framestyle|=|border:none; padding:0;
  |title|=|Subsidiary list
  |1|=|[[AAI Corporation]] 
  |2|=|[[Able Aerospace Services]]
  |3|=|Advanced Information Solutions
  |4|=|[[Arctic Cat]]
  |5|=|[[Avco]]
  |6|=|[[Beechcraft]]
  |7|=|[[Bell Textron]]
  |8|=|[[Cessna Aircraft]]
  |9|=|E-Z-GO
  |10|=|Geospatial Solutions
  |11|=|
  |12|=|[[Jacobsen Manufacturing]]
  |13|=|Kautex
  |14|=|[[Lycoming Engines]]
  |15|=|[[Pipistrel]]
  |16|=|Textron AirLand
  |17|=|[[Textron Marine & Land Systems]]
  |18|=|Textron Weapon & Sensor Systems
  |19|=|TRU Simulation & Training}}",,,yes,,,,,,,,,Textron logo,A tan-color 23-story office building in a dense downtown area,,,,,,,{{URL|textron.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Decrease}} US$824&nbsp;million (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
