name,logo,type,traded_as,industry,founded,hq_location,hq_location_city,hq_location_country,area_served,key_people,products,revenue,owner,num_employees,subsid,homepage,_company_name,native_name,logo_size,image,image_caption,foundation,founder,location_city,location_country,services,revenue_year,operating_income,income_year,net_income,net_income_year,assets,assets_year,equity,equity_year,owners,footnotes,website,image_size,module,num_employees_year,parent,location,logo_upright,ISIN,aum,ratio,predecessor,logo_caption,former_name,rating,native_name_lang,trading_name,brands,romanized_name,box_width,other_name,color,logo_width,image_width,system,status,locale,start,end,stations,ridership2,open,yearcommenced,operator,character,stock,linelength,gauge,minradius,maxincline,electrification,speed,map,map_state,embedded,divisions,founders,defunct,fate,trade_name,num_locations,num_locations_year,production,pic,piccap,t,l,p,image_alt,caption,linelength_km,tracks,signalling,successor,company_name,company_logo,company_type,airline,fleet_size,destinations,IATA,ICAO,callsign,hubs,secondary_hubs,focus_cities,frequent_flyer,alliance,subsidiaries,headquarters,image_upright,commenced,bases,profit,profit_year
Great Wall Motor Company Limited,Great Wall Motor 2025 logo.png,[[Public company|Public]],{{HKEX|2333}},[[Automotive industry|Automotive]],,,,,Worldwide,"{{ubl
  | [[Wei Jianjun]] ([[chairman]], executive director)
  | Zhao Guoqing (vice chairman, executive director)
| Mu Feng (chief executive director)|ref|https://www.bloomberg.com/profile/person/22948397#:~:text=Feng%20Mu%2C%20Great%20Wall%20Motor,Profile%20and%20Biography%20%2D%20Bloomberg%20Markets|</ref>|}}","[[Automobile]]s, [[internal combustion engine|engines]], [[transmission (mechanics)|transmission]]s",{{increase}} CN¥ 173.21 billion (2023),,"{{decrease}} 82,439 (2023)",[[Spotlight Automotive]] (50%),[https://www.gwm.com.cn/ gwm.com.cn] (Chinese)<br />[https://www.gwm-global.com/ gwm-global.com] (global),Great Wall Motor,,,"Great Wall Motor R&D Center in Baoding, Hebei, China.png",GWM R&D Center in [[Baoding]],{{Start date and age|1984}},,"[[Baoding, Hebei]]",China,,,{{decrease}} CN¥ 7.20 billion (2023),,{{decrease}} CN¥ 7.02 billion (2023),,{{increase}} CN¥ 201.27 billion (2023),,{{increase}} CN¥ 68.50 billion (2023),,,,,,{{Infobox Chinese|child|=|yes|s|=|长城汽车股份有限公司|t|=|長城汽車股份有限公司|p|=|Chángchéng Qìchē Gǔfèn Yǒuxiàn Gōngsī|order|=|st}},,Baoding Great Wall Holdings Company,,,,,,,Logo used since 2025,,,,,"{{ubl
  | GWM
  | [[Haval (marque)|Haval]]
  | [[Ora (marque)|Ora]]
  | [[Wey (marque)|Wey]]
  | [[Tank (marque)|Tank]]
  | [[Souo]]}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{increase}} 1,233,292 vehicles (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsingtao Brewery Company Limited,Tsingtao Beer logo 3.png,[[Public company|Public]],{{SSE|600600}} <br> {{SEHK|168}},,,,,,,Jiang Zong Xiang (Chairman & President),,{{Decrease}} {{CNY|link|=|yes|32.14 billion}} (2024),,,,{{Official URL}},Tsingtao Brewery,青岛啤酒股份公司,,Tsingtao Brewery in Qingdao.jpg,The Tsingtao Brewery museum in Qingdao,{{Start date and age|1903}},,"[[Qingdao]], [[Shandong]]",[[China]],,,,,{{Increase}} {{CNY|link|=|yes|5.84 billion}} (2024),,{{Increase}} {{CNY|link|=|yes|51.42 billion}} (2024),,{{Increase}} {{CNY|link|=|yes|29.86 billion}} (2024),,,,,,,,,,,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Energy Engineering Corporation (Energy China),File:Energy China.jpg,[[State-owned enterprise|State-owned]],,Energy,{{start date and age|2011|09|29}},"[[Chaoyang District, Beijing|Chaoyang District]]",[[Beijing]],China,Worldwide,Wang Jianping (汪建平) (Chairman),,,,"160,000+",[[China Gezhouba Group Corporation]],,China Energy Engineering Corporation,,,,,,,,,"Survey, design and consultancy, construction and contracting, equipment manufacturing, civil explosives and cement production, investment, etc.",,,,,,,,,,,,{{URL|en.ceec.net.cn}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SpringAirLogo.svg,,{{SSE|601021}},,{{start date and age|2004|05|26|df|=|yes}},,,,,Zhang Xiuzhi ([[Chief Executive Officer|CEO]]),,,,,,,Spring Airlines,,150,20240420 Airbus A320-214(WL) of Spring Airlines (B-8327) at CGO 01.jpg,,,,,,,,,,,,,,,,,,{{URL|www.ch.com}},,,,Spring Airlines Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring Airlines<br/> {{nobold|春秋航空股份有限公司}},134,103,9C,CQH,AIR SPRING,,,,Spring Pass,,{{nowrap|[[Spring Japan]] (30%)}},"[[Changning, Shanghai|Changning]], [[Shanghai]], [[China]]",,,"{{ubl|
  | |nowrap|[[Shanghai Hongqiao International Airport|Shanghai–Hongqiao]]|
  | |nowrap|[[Shanghai Pudong International Airport|Shanghai–Pudong]]|
  | |nowrap|[[Shijiazhuang Zhengding International Airport|Shijiazhuang]]}} {{nowrap|[[Shanghai Hongqiao International Airport|Shanghai–Hongqiao]]}} {{nowrap|[[Shanghai Pudong International Airport|Shanghai–Pudong]]}} {{nowrap|[[Shijiazhuang Zhengding International Airport|Shijiazhuang]]}}",,
"New China Life Insurance Co., Ltd.",New China Life Insurance logo.svg,[[State-owned enterprise]]; [[Public company|Public]],{{ubl|SSE|601336| (A share)|SEHK|1336| (H share)|CSI Midcap 200}} {{SSE|601336}} (A share) {{SEHK|1336}} (H share),Financial services,{{start date|1996|9}},NCI Tower,Beijing,China,,,,"{{increase}} {{CNY|link|=|yes|157.918&nbsp;[[1,000,000,000|billion]]}}",{{ubl|[[Central Huijin Investment|Central Huijin]] (32.25%)|[[Baosteel Group]] (15.11%)|[[Swiss Re]] (4.90%)|[[Fosun International]] (3.28%)|others (44.46%)}},,,,New China Life Insurance,,,,,,,,,Life insurance,2015,,,{{increase}} {{CNY|8.601&nbsp;billion}},2015,{{increase}} {{CNY|660.560&nbsp;billion}},2015,{{increase}} {{CNY|57.835&nbsp;billion}},2015,,in a consolidated basis,{{URL|https://www.newchinalife.com|newchinalife.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trina Solar,Trinasolar Logo EN.png,Public,{{SHA|688599}},[[Photovoltaics industry|Photovoltaics]],,,[[Changzhou]],[[China]],,Jifan Gao (CEO),,US$11.272 billion,,"30,000+ (2023)",,{{Official URL}},Trina Solar,天合光能股份有限公司,,,,1997,,,,,2024,,,,,,,,,,,,,,,,,,CNE100003ZR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hengli Group,Hengli Group logo.png,[[Privately held company|Private]],{{SSE|600346}} <br> {{SSE|603268}} <br> {{NEEQ|834199}},"[[petrochemical]]s, [[textile]]s",{{Start date and age|1994}},,[[Suzhou]],[[China]],Worldwide,Chen Jianhua ([[chairperson]]),,US$114.7 billion,,"173,250",,,Hengli Petrochemical,,,,,,,,,,2024,,,,,,,,,,,{{URL|hengli.com}},,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen Jianhua and [[Fan Hongwei]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Galaxy Securities,China Galaxy Securities logo.png,[[Public company|Public]]; [[state-owned enterprise]],{{ubl|SSE|601881| (A share)|hkex|6881| (H share)|<hr>|[[SSE 50 Index|SSE 50 Component]] (A)}} {{SSE|601881}} (A share) {{hkex|6881}} (H share),,,,,,,,,,,,,{{Official URL}},China Galaxy Securities,,,"China Galaxy Securities HQ, Beijing.jpg",The company headquarters on [[Beijing Financial Street]],,,[[Beijing]],[[China]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yonyou Network Technology Co., Ltd.",Yonyou logo.jpg,[[Public company|Public]],{{SSE|600588}},[[Information technology]],,,,,,{{unbulleted list|[[Wang Wenjing]]|(Chairman)}},[[Software]],"{{CNY|8,931.8 million|link|=|yes}} (FY 2021)",,21000 {{cn|date|=|April 2025}},,{{URL|https://intl.yonyou.com/}},Yonyou Network Technology,,170px,,,1988,,[[Beijing]],[[China]],,,,,,,"{{CNY|17,329.34 million}} (31 December 2021)",,{{CNY|6987.46 million}} (31 December 2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China National Chemical Engineering Co. Ltd. (CNCEC),,[[State-owned enterprise|State-owned]],,Construction,,,,,,,,,,,,,China National Chemical Engineering,,,,,,,[[Beijing]],[[People's Republic of China]],,,,,,,,,,,,,{{Official URL}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"National Silicon Industry Group Co., Ltd.",National Silicon Industry Group.png,[[Public company|Public]]; [[State-owned enterprise]],{{SSE|688126}},[[Semiconductors]],,,,,,Yu Yuehui (Chairman)<br>Qiu Ciyun (President),,{{Decrease}} {{CNY|link|=|yes|3.19 billion}} (2023),[[China Integrated Circuit Industry Investment Fund]] (20.64%),"2,377 (2023)",[[Okmetic]],{{URL|www.nsig.com}},National Silicon Industry Group,上海硅产业集团股份有限公司,,,,{{start date and age|2015|12|09|df|=|y}},,,,,,,,{{Decrease}} {{CNY|link|=|yes|160.72 million}} (2023),,{{Increase}} {{CNY|link|=|yes|29.03 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|20.51 billion}} (2023),,,,,,,,,"[[Shanghai]], [[China]]",,,,,,,,,,NSIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guosen Securities,Guosen Securities Logo.svg,[[public company|Public]],{{SZSE|002736}},[[Investment company]],,,,,China,He Ru ([[chairman]]),"[[Brokerage]], [[Asset Management]], [[Investment Banking]], [[Private Equity]], [[investment management]]",RMB 7.8 billion (2010),,"11,500",[[Penghua Fund Management]],{{URL|http://www.guosen.com.cn}},Guosen Securities,,200px,,,{{sda|1989}},,[[Shenzhen]],China,,,,,RMB 3.1 billion (2010),,,,,,[[Central People's Government]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",Zhejiang Jingsheng Mechanical & Electrical.png,[[Public company|Public]],{{SZSE|300316}},[[Semiconductors]]<br>[[Advanced material]]s,,,,,,Cao Jianwei (Chairman)<br>He Jun (CEO),,{{Increase}} {{CNY|link|=|yes|17.98 billion}} (2023),,"7,495 (2023)",,{{URL|www.jsjd.cc}},Zhejiang Jingsheng Mechanical & Electrical,浙江晶盛机电股份有限公司,,,,{{start date and age|2006|12|14|df|=|y}},Qiu Minxiu,,,,,,,{{Increase}} {{CNY|link|=|yes|5.31 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|36.81 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|16.15 billion}} (2023),,,,,,,,,"[[Hangzhou]], [[Zhejiang]], [[China]]",,,,,,,,,,JSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lens Technology,,,CSI Midcap 200,"{{flatlist|
*[[Technology]]
* [[Electronics]]
*[[Consumer electronics]]}}",,,,,Worldwide,"{{Unbulleted list|
[[Zhou Qunfei]] ([[Chairman]])|Zheng Junlong (Vice Chairman)|Liu Shuguang ([[Chief financial officer|CFO]])}}","{{plainlist|
*[[Touch screen]]}}",$4.6 billion,,"198,990",,[https://www.hnlens.com hnlens.com],Lens Technology,蓝思科技,,,,{{Start date and age|2003}},[[Zhou Qunfei]],[[Changsha]],China,,2020,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallurgical Corporation of China,,Public,{{sse|601618}} (A-shares)<br /> {{hkex|1618}} (H-shares),"Mining, Engineering, Construction",2008,,Beijing,China,Worldwide,Guo Wenqing (Chairman),"Steel structures, metallurgical products, non-ferrous metals","{{decrease}} {{CNY|1,087.4 billion}}",[[State-owned Assets Supervision and Administration Commission of the State Council|Central Government of China]] (indirect)<br />General public,,,,Metallurgical Corporation of China,中国冶金科工股份有限公司,160px,,,,,,,"Engineering, construction, resource development, real estate",2024,,,{{decrease}} {{CNY|12.6 billion}},2024,{{increase}} {{CNY|590.3 billion}},2024,,,,,{{Official URL}},,,,[[China Metallurgical Group Corporation]] (64.18%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Merchants Energy Shipping Company Limited <br /> 招商局能源运输股份有限公司,,[[State-owned enterprise]],,[[Shipping]] and [[Logistics]],,,,,[[People's Republic of China]],[[Chairman]]: Mr. Fu Yuning,[[Energy]] [[transportation]],,[[China Merchants Group]],,,[http://www.cmenergyshipping.com/ China Merchants Energy Shipping Company Limited],China Merchants Energy Shipping,,,,,2004,,[[Shanghai]],[[People's Republic of China]],,,,,,,,,,,,,,,,,[[China Merchants Group]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG Micro Corp,SG Micro.png,[[Public company|Public]],{{SZSE|300661}},[[Semiconductors]],,,,,,Zhang Shilong (Chairman and CEO),,{{Decrease}} {{CNY|link|=|yes|2.62 billion}} (2023),,"1,415 (2023)",,{{URL|www.sg-micro.com}},SG Micro,圣邦微电子（北京）股份有限公司,,,,{{start date and age|2007}},Zhang Shilong,,,,,,,{{Decrease}} {{CNY|link|=|yes|269.94 million}} (2023),,{{Increase}} {{CNY|link|=|yes|4.71 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|3.84 billion}} (2023),,,,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,SG Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Coal Energy,Chinacoal.png,Public,{{ubl|SSE|601898| (A share)|sehk|01898| (H share)}} {{SSE|601898}} (A share) {{sehk|01898}} (H share),Coal mining,,,,,China,Wang An ([[Chairman]]),Coal,,,,,[http://www.chinacoalenergy.com chinacoalenergy.com],China Coal Energy,,,,,2006,,[[Beijing]],China,,,,,,,,,,,,,,,,,[[China&nbsp;National&nbsp;Coal&nbsp;Group]]&nbsp;(58.36%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Microelectronics Limited,China Resources Microelectronics.png,[[Public company|Public]]; [[State-owned enterprise]],{{SSE|688396}},[[Semiconductors]],,,,,,Chen Xiaojun (chairman)<br>Li Hong (CEO),,{{Decrease}} {{CNY|link|=|yes|9.90  billion}} (2023),,"10,249 (2023)",,{{URL|www.crmicro.com}},China Resources Microelectronics,华润微电子有限公司,,,,{{start date and age|2003|01|28|df|=|y}},,,,,,,,{{Decrease}} {{CNY|link|=|yes|1.44 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|29.22 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|23.63 billion}} (2023),,,,,,,,[[China Resources]],"[[Wuxi]], [[Jiangsu]], China",,,,,Wuxi Huajing Electronics,,CSMC Technologies,,,CR Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi Copper Company Limited <br /> 江西铜业股份有限公司,Jiangxicopper.png,[[State-owned enterprise]],,[[Metals]] and [[Mining]],,,,,[[China]] and international,[[Chairman]]: Zheng Gaoqing,"[[Copper]], [[Sulfuric acid]], [[Gold]], [[Silver]], [[Platinum]], [[Palladium]], [[Selenium]], [[Tellurium]], [[Rhenium]], [[Molybdenum]], [[Lead]]",US$72.5 billion (2024),,"32,746 (2024)",,[http://www.jxcc.com www.jxcc.com],Jiangxi Copper,,,,,1979,,"[[Nanchang]], [[Jiangxi]]",[[China]],,,,,US$970 million (2024),,US$31.2 billion (2024),,,,,,,,,,Jiangxi Copper Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Empyrean Technology Co., Ltd.",Empyrean Technology.png,[[Public company|Public]]; [[State-owned enterprise]],{{SZSE|301269}},[[Semiconductors]]<br>[[Software industry|Software]],,,,,,Liu Weiping (Chairman)<br>Yang Xiaodong (CEO),,{{Increase}} {{CNY|link|=|yes|1.01 billion}} (2023),,"1,023 (2023)",,{{URL|www.empyrean.com.cn}},Empyrean Technology,北京华大九天科技股份有限公司,,,,{{start date and age|2009|05|26}},Liu Weiping,,,,,,,{{Increase}} {{CNY|link|=|yes|200.35 million}} (2023),,{{Increase}} {{CNY|link|=|yes|5.54 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|4.78 billion}} (2023),,[[China Electronics Corporation]]<br>[[China Integrated Circuit Industry Investment Fund]],,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,Empyrean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangzhou Automobile Group,GAC Group Logo.png,[[Public company|Public]],"{{hkex|2238}} , {{sse|601238}}",[[Automotive industry|Automotive]],,,,,China,Feng Xingya ([[Chairman]]),"{{unbulleted list
  | Passenger cars
  | Commercial vehicles
  | Buses
  | Automotive components}}",,Provincial Government of Guangdong,,"{{unbulleted list
  | [[GAC Aion]]
  | [[GAC Trumpchi]] / [[GAC Motor]]
  | [[GAC Commercial Vehicle]]
  | [[GAC Toyota]] (50%)
  | [[GAC Honda]] (50%)}}",{{URL|https://www.gac.com.cn/en/|gac.com.cn}},Guangzhou Automobile Group,,,GAC center.jpg,"GAC Center, the former headquarters of GAC Group",{{Start date and age|1948|df|=|yes}},,"[[Guangzhou, Guangdong]]",China,"{{unbulleted list
  | Vehicle leasing
  | After-sale services
  | Vehicle finance}}",,,,,,,,,,,,,,"{{Infobox Chinese
  | child |=| yes
  | s |=| 广州汽车集团股份有限公司
  | t |=| 廣州汽車集團股份有限公司
  | p |=| Guǎngzhōu Qìchē Jítuán Gǔfèn Yǒuxiàn Gōngsī
  | l |=| Guangzhou Automobile Group Co., Ltd.
  | altname |=| Trading name
  | t2 |=| 
  | s2 |=| 
  | p2 |=| 
  | l2 |=| 
  | order |=| st}}",,[[Guangzhou Automobile Industry Group]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{decrease}} 1,916,615 vehicles (2025)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China CITIC Bank,China Citic Bank logo.svg,[[Public Company|Public]],{{ubl|sse|601998| (A share)|sehk|0998| (H share)|<hr>|[[SSE 180 Index|SSE Composite Component]]}} {{sse|601998}} (A share) {{sehk|0998}} (H share),[[Banking]],,,,,[[People's Republic of China]],"{{ubl
|[[Zhu Hexin]] (chairman)
|Fang Heying (president)}}",,{{USD|link|=|yes| 28.98 billion}},[[CITIC Group]],"59,258 (2021)",,{{Official URL}},China Citic Bank,中信银行,,ChinaCITICBankHangzhou.jpg,China CITIC Bank in Hangzhou,{{sda|1987|04}},,"[[Beijing]], [[Hong Kong]]",China,,,,,{{USD|link|=|yes| 8.63 billion}},,{{USD|link|=|yes| 1.265 trillion}},,,,,,,220px,,,[[CITIC Limited]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhongtai Securities Co., Ltd.",Zhongtai Securities.png,Public company<br>[[State-owned enterprise|State-owned]],{{SSE|600918}} <br>[[SSE 180 Index|SSE 180]] Component,[[Financial services]],,,,,,,,{{Increase}} {{CNY|link|=|yes|18.16 billion}} (FY 2021),Shandong SASAC,"{{Increase}} 8,771 (FY 2021)",Zhongtai Futures<br>Zhongtai International,{{URL|www.zts.com.cn}},Zhongtai Securities,中泰证券股份有限公司,,中泰证券在钢城.jpg,"Branch in [[Gangcheng District]], [[Jinan]]",{{start date and age|2001|05|15|df|=|y}},,"[[Jinan]], [[Shandong]]",[[People's Republic of China]],[[Broker-dealer|Securities brokerage]]<br>[[Investment banking]]<br>[[Investment management]],,,,{{Increase}} {{CNY|3.2 billion}} (FY 2021),,{{Increase}} {{CNY|204.69 billion}} (FY 2021),,{{Increase}} {{CNY|37.16 billion}} (FY 2021),,,,,,,,,,,,,,,,"Qilu Securities Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yihai Kerry Arawana Holdings Co., Ltd",Yihai Kerry.png,[[Public company|Public]] [[subsidiary]],{{SZSE|300999}},[[Food processing]],,,,,,Kuok Khoon Hong (Chairman)<br>Mu Yankui (President),,{{Decrease}} {{CNY|link|=|yes|251.52 billion}} (2023),,"34,510 (2023)",,{{URL|www.yihaikerry.net}},Yihai Kerry,益海嘉里金龙鱼粮油食品股份有限公司,,20220819 Yihai Kerry (Zhengzhou) Food Industry Co. Ltd. 01.jpg,Processing plant in [[Zhengzhou]],{{start date and age|1988}},,,,,,,,{{Decrease}} {{CNY|link|=|yes|2.79 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|238.50 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|95.97 billion}} (2023),,,,,,,,[[Wilmar International]],"[[Shanghai]], China",,,,,,,Yihai Kerry Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Robert Kuok]]<br> [[Kuok Khoon Hong]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ingenic Semiconductor Co., Ltd.",Logo-Ingenic RGB-500x187.png,,Ingenic Semiconductor,"[[Fabless semiconductor company|Fabless semiconductors]], [[Semiconductor industry|Semiconductors]], [[Integrated circuit design]]",,,,,,Liu Qiang (Chairman),"[[Central processing unit|CPU]]s (XBurst), [[System on a Chip|SoC]]s (JZxxx)",,,,,{{URL|en.ingenic.com.cn|ingenic.com.cn}},Ingenic Semiconductor,君正集成电路股份有限公司,,,,{{Start date and age|2005}},Liu Qiang (刘强),,,,,,,,,,,,,,,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoshine Silicon Industry Co., Ltd.",Hoshine Silicon Industry.png,[[Public company|Public]],{{SSE|603260}},[[Chemical industry|Chemicals]],,,,,,Luo Liguo (Chairman) <br> Luo Yedong (CEO),,{{Increase}} {{CNY|link|=|yes|26.58 billion}} (2023),,"25,309 (2023)",,{{URL|www.hoshinesilicon.com}},Hoshine Silicon Industry,合盛硅业股份有限公司,,,,{{start date and age|2005|08|23|df|=|y}},[[Luo Liguo]],,,,,,,{{Decrease}} {{CNY|link|=|yes|2.58 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|83.34 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|32.42 billion}} (2023),,,,,,,,,"[[Ningbo]], [[Zhejiang]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongfang Electric Corporation <br /> 东方电气集团,Dongfang-Electric-Logo 2.png,[[Public company|Public]],,[[Power plant]] equipment manufacturing,,,,,Worldwide,Wang Ji (王计) (Chairman),,,,,Dongfang Electric Corporation Limited,[http://www.dongfang.com.cn/ Dongfang Electric Corporation]<br>[http://www.dec-ltd.cn/ Dongfang Electric Corporation Limited],Dongfang Electric Corporation,,180px,,,1984,[[Ding Yi (businessman)|Ding Yi]],"[[Chengdu]], [[Sichuan]]",China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JinkoSolar Holding Co., Ltd.",Jinko_Solar_logo.svg,[[Public Company|Public]],{{nyse|JKS}},[[Photovoltaics]],,[[Shanghai]],,,,Xiande Li (Chairman & CEO),,'''[[Yen and yuan sign|¥]]'''92.26 billion<br />(US$12.64 billion) (2024),,"46,511 (2022)",,{{Official URL}},Jinko Solar,晶科能源股份有限公司,,,,{{start date and age|2006}},,,,,,,,'''[[Yen and yuan sign|¥]]'''57.5 million<br />(US$7.9 million) (2024),,,,,,,,,,,,,,,US47759T1007,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hangzhou Silan Microelectronics Co., Ltd",Silan Microelectronics.png,[[Public company|Public]],{{sse|600460}} (A Shares),[[Semiconductors]],,,,,,Chen Xiangdong (Chairman) <br>Zheng Shaobo (CEO),,{{Increase}} {{CNY|link|=|yes|9.34 billion}} (2023),,"9,294 (2023)",,{{URL|www.silan.com.cn}},Hangzhou Silan Microelectronics,杭州士兰微电子股份有限公司,,,,{{start date and age|1997|09|25}},Chen Xiangdong,,,,,,,{{Decrease}} {{CNY|link|=|yes|-48.78 million}} (2023),,{{Increase}} {{CNY|link|=|yes|23.91 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|13.42 billion}} (2023),,,,,,,,,"[[Hangzhou]], [[Zhejiang]], [[China]]",,,,,,,,,,Silan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
